Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
death	move	2	24	TBD
death	rupture	2	36	TBD
death	disease	25	2372	TBD
pain	disease	45	870	TBD
disability	disease	3	373	TBD
disease	symptom	791	136	TBD
mortality	disease	4	163	TBD
problem	disease	51	340	TBD
disease	hair_loss	230	10	TBD
disease	complication	388	14	TBD
disease	paralysis	110	6	TBD
illness	disease	25	184	TBD
disease	loss	178	21	TBD
infertility	disease	4	185	TBD
disease	dementia	137	7	TBD
disease	fatigue	141	8	TBD
disease	hearing_loss	41	3	TBD
disease	fever	94	8	TBD
confusion	disease	3	57	TBD
disease	weight_loss	131	6	TBD
discomfort	disease	3	61	TBD
mental_retardation	disease	2	25	TBD
disease	pneumonia	47	4	TBD
lesion	disease	4	40	TBD
anemia	disease	4	94	TBD
chronic_pain	disease	4	92	TBD
erectile_dysfunction	disease	3	144	TBD
disease	headache	51	4	TBD
disease	epidemic	26	3	TBD
disease	obesity	109	707	TBD
disease	abortion	40	8	TBD
stroke	disease	5	120	TBD
disease	lameness	327	6	TBD
disease	harm	30	2	TBD
disease	bone_loss	64	5	TBD
bacteria	disease	1540	307	TBD
disease	high_morbidity	24	2	TBD
disease	high_rate	15	3	TBD
disease	indigestion	41	3	TBD
disease	back_pain	106	3	TBD
heart	disease	2	39	TBD
osteoporosis	disease	5	27	TBD
virus	disease	1772	95	TBD
disease	aging	120	897	TBD
disease	weight_gain	469	11	TBD
loss_of_function	disease	2	11	TBD
disease	emotion	11	91	TBD
fungus	disease	375	33	TBD
disease	deficiency	23	122	TBD
disease	insulin_resistance	3	34	TBD
disease	conflict	5	25	TBD
disease	ignorance	4	35	TBD
disease	immune_system	9	48	TBD
disease	scar	25	3	TBD
oxidative_damage	disease	44	6	TBD
gene_mutation	disease	49	6	TBD
free_radical	disease	230	11	TBD
disease	stigma	380	9	TBD
witchcraft	disease	39	3	TBD
toxicity	disease	20	3	TBD
spirit	disease	29	4	TBD
disease	social_stigma	30	4	TBD
disease	animal	2	21	TBD
hazard	disease	42	5	TBD
disease	fungi	25	351	TBD
disease	malfunction	4	32	TBD
disease	allergy	5	30	TBD
disease	genetic_mutation	13	125	TBD
disease	parasite	39	637	TBD
disease	psychological_stress	70	7	TBD
war	disease	16	3	TBD
malaria	disease	25	5	TBD
disease	food	6	124	TBD
chemical	disease	190	11	TBD
disease	lifestyle	6	74	TBD
disease	shock	15	2	TBD
disease	toxin	17	360	TBD
disease	inactivity	9	50	TBD
poor_nutrition	disease	66	4	TBD
disease	imbalance	5	240	TBD
disease	chemical_imbalance_in_the_brain	2	10	TBD
atherosclerosis	disease	71	2	TBD
disease	yeast	5	35	TBD
disease	lifestyle_choice	4	23	TBD
disease	disruption	3	24	TBD
low_level	disease	13	2	TBD
disease	behaviour	2	13	TBD
disease	nutritional_deficiency	3	86	TBD
disease	environmental_factor	3	82	TBD
exposure	disease	258	5	TBD
disease	pathogenesis	2	11	TBD
disease	unsanitary_condition	2	35	TBD
contaminated_water	disease	76	2	TBD
disease	asbestos	2	276	TBD
death	pneumonia	9	1349	TBD
respiratory_failure	pneumonia	2	44	TBD
pneumonia	infection	13	137	TBD
heart_failure	pneumonia	1	7	TBD
bacteria	pneumonia	423	21	TBD
bacterium	pneumonia	153	4	TBD
pneumonia	condition	2	25	TBD
disease	pneumonia	47	4	TBD
malnutrition	pneumonia	6	1	TBD
cancer	death	2859	8	TBD
cancer	symptom	546	11	TBD
illness	cancer	9	49	TBD
cancer	damage	45	267	TBD
cancer	fatigue	35	2	TBD
cancer	change	25	149	TBD
anemia	cancer	3	57	TBD
cancer	mutation	71	526	TBD
anxiety	cancer	4	40	TBD
virus	cancer	637	89	TBD
cancer	health_problem	44	7	TBD
agent	cancer	7	169	TBD
free_radical	cancer	332	37	TBD
cancer	infection	28	223	TBD
cancer	dna_damage	7	162	TBD
bacteria	cancer	93	17	TBD
cancer	contaminant	7	36	TBD
cancer	smoking	32	1657	TBD
cancer	pollutant	10	108	TBD
cancer	radiation	17	459	TBD
cancer	obesity	4	145	TBD
exposure	cancer	236	8	TBD
cancer	pcbs	7	64	TBD
birth_defect	cancer	71	3	TBD
cancer	hazard	5	40	TBD
cancer	hpv	13	208	TBD
cancer	toxic_chemical	3	106	TBD
asbestos_exposure	cancer	237	5	TBD
cancer	tobacco	2	402	TBD
cancer	aging	3	17	TBD
cancer	food	4	20	TBD
cancer	cell_damage	4	103	TBD
cancer	tissue_change	3	34	TBD
cancer	asbestos	7	395	TBD
cancer	cell_change	2	39	TBD
cancer	hormone	10	65	TBD
cancer	emission	4	20	TBD
abnormal_cell_growth	cancer	11	2	TBD
cancer	diet	4	43	TBD
cancer	uncontrolled_cell_growth	5	33	TBD
oxidative_damage	cancer	17	2	TBD
cancer	bpa	3	32	TBD
cancer	stem_cell	2	20	TBD
water	cancer	37	2	TBD
death	heart_attack	5	1290	TBD
heart_failure	heart_attack	4	40	TBD
chest_pain	heart_attack	20	119	TBD
damage	heart_attack	16	153	TBD
heart_disease	heart_attack	198	7	TBD
condition	heart_attack	435	17	TBD
pain	heart_attack	10	80	TBD
high_blood_pressure	heart_attack	381	3	TBD
blood_clot	heart_attack	883	16	TBD
stress	heart_attack	176	3	TBD
shock	heart_attack	24	1	TBD
illness	death	1102	15	TBD
illness	disability	244	2	TBD
illness	symptom	217	33	TBD
illness	hair_loss	178	5	TBD
illness	pain	264	17	TBD
illness	fever	120	15	TBD
illness	complication	68	11	TBD
illness	fatigue	91	8	TBD
illness	absence	151	2	TBD
illness	loss	55	11	TBD
illness	vomiting	65	5	TBD
illness	suffering	94	9	TBD
illness	suicide	22	2	TBD
illness	damage	179	14	TBD
illness	disease	25	184	TBD
illness	dementia	26	4	TBD
illness	miscarriage	16	2	TBD
illness	health_problem	17	2	TBD
illness	imbalance	15	163	TBD
illness	diabetes	9	112	TBD
illness	malnutrition	3	49	TBD
illness	heart_failure	3	54	TBD
illness	accident	9	64	TBD
illness	sin	3	102	TBD
illness	heart_disease	8	47	TBD
illness	liver_disease	4	25	TBD
illness	osteoporosis	19	2	TBD
illness	blockage	2	58	TBD
illness	cancer	9	49	TBD
illness	toxin	5	162	TBD
illness	bacteria	49	588	TBD
illness	contamination	2	34	TBD
illness	germ	13	108	TBD
illness	addiction	2	10	TBD
illness	alcohol	4	129	TBD
illness	virus	8	806	TBD
illness	anger	2	13	TBD
illness	outbreak	2	42	TBD
illness	infection	2	228	TBD
illness	pathogen	4	94	TBD
illness	exposure	6	156	TBD
illness	deficiency	2	76	TBD
illness	emotion	3	17	TBD
illness	weakened_immune_system	2	17	TBD
illness	action	2	13	TBD
death	stroke	7	2045	TBD
stroke	brain_damage	174	5	TBD
damage	stroke	28	241	TBD
stroke	brain_injury	85	6	TBD
stroke	complication	1069	67	TBD
stroke	condition	19	468	TBD
depression	stroke	6	47	TBD
high_blood_pressure	stroke	774	8	TBD
disease	stroke	120	5	TBD
stroke	blockage	3	110	TBD
stroke	hypertension	4	291	TBD
bleeding	stroke	35	2	TBD
stroke	blood_clot	18	1132	TBD
atherosclerosis	stroke	262	4	TBD
stroke	clot	2	384	TBD
vascular_disease	stroke	58	2	TBD
death	complication	5	1335	TBD
stroke	complication	1069	67	TBD
problem	complication	42	335	TBD
complication	hospitalization	107	7	TBD
complication	kidney_failure	61	7	TBD
complication	blindness	73	6	TBD
illness	complication	68	11	TBD
serious_illness	complication	4	38	TBD
surgery	complication	292	56	TBD
complication	infection	20	282	TBD
complication	injury	11	66	TBD
birth_injury	complication	2	14	TBD
obesity	complication	111	7	TBD
disease	complication	388	14	TBD
complication	diabetes	16	797	TBD
constipation	complication	56	3	TBD
complication	nerve_damage	11	2	TBD
complication	condition	13	374	TBD
hypertension	complication	51	6	TBD
health_problem	complication	14	2	TBD
childbirth	complication	66	2	TBD
complication	wound	2	10	TBD
anemia	complication	14	2	TBD
complication	blood_clot	6	37	TBD
premature_birth	complication	31	2	TBD
complication	procedure	2	201	TBD
death	infection	19	1157	TBD
inflammation	infection	38	398	TBD
fever	infection	5	360	TBD
diarrhea	infection	5	826	TBD
symptom	infection	4	306	TBD
illness	infection	2	228	TBD
pain	infection	12	358	TBD
mortality	infection	5	180	TBD
complication	infection	20	282	TBD
problem	infection	27	249	TBD
pneumonia	infection	13	137	TBD
sepsis	infection	6	78	TBD
cancer	infection	28	223	TBD
damage	infection	6	320	TBD
ulcer	infection	8	222	TBD
miscarriage	infection	10	109	TBD
liver_disease	infection	2	88	TBD
genital_wart	infection	3	52	TBD
blindness	infection	3	85	TBD
serious_complication	infection	3	65	TBD
redness	infection	2	49	TBD
anemia	infection	5	37	TBD
hospitalization	infection	3	50	TBD
peptic_ulcer	infection	2	82	TBD
disorder	infection	4	32	TBD
urethritis	infection	2	17	TBD
pelvic_inflammatory_disease	infection	3	38	TBD
food_poisoning	infection	2	16	TBD
malaria	infection	3	32	TBD
fatigue	infection	2	39	TBD
severe_complication	infection	5	34	TBD
dehydration	infection	2	14	TBD
asthma	infection	3	18	TBD
antibody	infection	2	24	TBD
pressure	infection	2	36	TBD
prostatitis	infection	2	11	TBD
stone	infection	27	5	TBD
bacteria	infection	7014	121	TBD
germ	infection	155	10	TBD
abnormality	infection	2	12	TBD
virus	infection	2042	16	TBD
flu	infection	35	5	TBD
organism	infection	323	7	TBD
toxin	infection	32	5	TBD
tooth_decay	infection	113	15	TBD
wound	infection	96	8	TBD
yeast	infection	148	2	TBD
fungi	infection	1064	3	TBD
antibiotic	infection	41	3	TBD
bacterium	infection	205	2	TBD
death	injury	88	2150	TBD
pain	injury	27	1012	TBD
inflammation	injury	15	205	TBD
damage	injury	50	444	TBD
symptom	injury	27	141	TBD
complication	injury	11	66	TBD
bleeding	injury	2	39	TBD
scarring	injury	5	46	TBD
discomfort	injury	2	43	TBD
stiffness	injury	6	82	TBD
cerebral_palsy	injury	2	34	TBD
expense	injury	3	55	TBD
accident	injury	3039	25	TBD
impairment	injury	5	38	TBD
joint_pain	injury	3	34	TBD
health_problem	injury	3	43	TBD
tissue_damage	injury	4	24	TBD
harm	injury	3	28	TBD
side_effect	injury	130	4	TBD
concussion	injury	3	24	TBD
increase	injury	2	11	TBD
burn	injury	51	10	TBD
event	injury	339	18	TBD
bruise	injury	2	12	TBD
delay	injury	16	2	TBD
serious_problem	injury	2	14	TBD
incident	injury	410	3	TBD
failure	injury	284	5	TBD
war	injury	38	5	TBD
blood_clot	injury	2	10	TBD
fire	injury	251	2	TBD
defect	injury	264	13	TBD
exposure	injury	158	3	TBD
whiplash	injury	48	5	TBD
fall	injury	487	10	TBD
car_accident	injury	401	9	TBD
negligence	injury	1566	4	TBD
risk	injury	37	4	TBD
muscle_imbalance	injury	61	2	TBD
action	injury	248	2	TBD
sport	injury	139	3	TBD
motor_vehicle_accident	injury	158	18	TBD
heart_failure	shock	71	10	TBD
heart_failure	heart_attack	4	40	TBD
high_blood_pressure	heart_failure	176	3	TBD
dilated_cardiomyopathy	heart_failure	26	3	TBD
illness	heart_failure	3	54	TBD
heart_failure	condition	7	109	TBD
heart_failure	hypertension	3	106	TBD
heart_failure	pneumonia	1	7	TBD
negligence	injury	1566	4	TBD
violence	death	432	10	TBD
violence	displacement	22	3	TBD
violence	poverty	14	80	TBD
violence	protest	6	48	TBD
violence	conflict	6	96	TBD
violence	religion	3	210	TBD
violence	prostitution	2	17	TBD
violence	alcohol	7	80	TBD
violence	drug	4	104	TBD
violence	situation	4	28	TBD
violence	injustice	3	48	TBD
violence	hatred	7	45	TBD
violence	low_self-esteem	3	16	TBD
violence	alcoholism	2	10	TBD
violence	terrorism	3	15	TBD
violence	video_game	2	56	TBD
water_shortage	drought	4	66	TBD
climate_change	drought	241	4	TBD
war	famine	83	6	TBD
pain	disability	172	16	TBD
pain	nausea	62	12	TBD
pain	discomfort	63	11	TBD
pain	injury	27	1012	TBD
pain	inflammation	54	1446	TBD
pain	headache	30	214	TBD
pain	muscle_spasm	18	275	TBD
pain	disease	45	870	TBD
pain	condition	44	3286	TBD
pain	irritation	12	83	TBD
pain	illness	17	264	TBD
pain	change	13	123	TBD
pain	trauma	11	286	TBD
pain	infection	12	358	TBD
pain	damage	9	113	TBD
pain	pressure	5	211	TBD
pain	migraine	7	204	TBD
pain	sleep_disturbance	21	4	TBD
pain	side_effect	5	32	TBD
pain	disorder	13	127	TBD
pain	difficulty	84	3	TBD
pain	arthritis	21	2571	TBD
pain	surgery	7	1212	TBD
pain	emotion	8	52	TBD
pain	reaction	5	52	TBD
pain	divorce	5	44	TBD
pain	action	4	148	TBD
pain	loss	7	99	TBD
pain	rheumatoid_arthritis	27	957	TBD
pain	bleeding	2	15	TBD
pain	osteoarthritis	5	1100	TBD
pain	spasm	25	1223	TBD
pain	movement	3	147	TBD
pain	diabetes	2	36	TBD
pain	tissue_damage	5	66	TBD
pain	joint	32	215	TBD
pain	activity	5	119	TBD
pain	kidney_stone	21	121	TBD
pain	heart_attack	10	80	TBD
pain	poor_posture	4	88	TBD
pain	sciatica	4	309	TBD
pain	medical_problem	5	47	TBD
pain	heart_disease	3	36	TBD
pain	chemical	9	423	TBD
pain	dysfunction	2	30	TBD
pain	toothache	10	60	TBD
pain	treatment	3	152	TBD
pain	high_blood_pressure	3	19	TBD
pain	medical_condition	3	65	TBD
pain	wound	3	80	TBD
pain	neck	3	38	TBD
pain	crime	3	19	TBD
pain	tendonitis	2	106	TBD
pain	stagnation	4	26	TBD
pain	labour	2	10	TBD
pain	migraine_headache	4	82	TBD
pain	sin	5	106	TBD
pain	ulcer	4	97	TBD
pain	vicious_cycle	2	11	TBD
pain	scoliosis	2	46	TBD
pain	tension_headache	2	42	TBD
death	shock	15	288	TBD
shock	heart_attack	24	1	TBD
heart_failure	shock	71	10	TBD
shock	low_blood_pressure	2	18	TBD
pancreatitis	shock	1	10	TBD
disease	shock	15	2	TBD
death	cardiac_arrest	4	317	TBD
death	heart_disease	2	2681	TBD
heart_disease	heart_attack	198	7	TBD
pain	heart_disease	3	36	TBD
heart_disease	diabetes	15	303	TBD
illness	heart_disease	8	47	TBD
heart_disease	condition	16	86	TBD
heart_disease	obesity	32	344	TBD
damage	heart_disease	86	17	TBD
hardening_of_the_artery	heart_disease	81	5	TBD
high_blood_pressure	heart_disease	448	8	TBD
heart_disease	high_level	3	22	TBD
high_cholesterol	heart_disease	183	4	TBD
heart_disease	hypertension	4	106	TBD
metabolic_syndrome	heart_disease	33	2	TBD
cholesterol	heart_disease	217	3	TBD
heart_disease	arrhythmia	2	12	TBD
dehydration	dizziness	87	2	TBD
dehydration	problem	69	11	TBD
dehydration	kidney_failure	19	2	TBD
dehydration	dry_mouth	49	3	TBD
dehydration	cramping	12	2	TBD
dehydration	diarrhea	12	565	TBD
dehydration	vomiting	14	227	TBD
dehydration	electrolyte_imbalance	23	2	TBD
dehydration	infection	2	14	TBD
illness	malnutrition	3	49	TBD
malnutrition	symptom	18	3	TBD
malnutrition	weight_loss	15	2	TBD
damage	malnutrition	3	17	TBD
malnutrition	poverty	8	106	TBD
malnutrition	pneumonia	6	1	TBD
depression	stress	104	572	TBD
insomnia	stress	12	338	TBD
health_problem	stress	19	310	TBD
stress	headache	388	16	TBD
stress	hair_loss	550	32	TBD
stress	weight_gain	222	5	TBD
stress	fatigue	192	20	TBD
death	stress	18	179	TBD
stress	symptom	346	42	TBD
high_blood_pressure	stress	20	240	TBD
stress	acne	318	25	TBD
stress	condition	277	43	TBD
stress	heart_attack	176	3	TBD
stress	burnout	191	5	TBD
stress	diabetes	85	10	TBD
stress	impotence	62	4	TBD
stress	hypertension	86	3	TBD
stress	back_pain	103	11	TBD
damage	stress	9	443	TBD
muscle_tension	stress	5	117	TBD
erectile_dysfunction	stress	4	145	TBD
stress	sickness	98	2	TBD
miscarriage	stress	6	30	TBD
stress	change	29	178	TBD
stress	physical_illness	77	2	TBD
disorder	stress	8	90	TBD
stress	health_issue	65	7	TBD
asthma	stress	6	37	TBD
stress	physical_problem	48	7	TBD
inflammation	stress	4	101	TBD
stress	hormonal_change	35	5	TBD
stress	irritable_bowel_syndrome	32	6	TBD
stress	allergy	33	5	TBD
ailment	stress	5	50	TBD
stress	failure	92	9	TBD
stress	arthritis	19	2	TBD
stress	fear	21	108	TBD
stress	cardiovascular_disease	10	2	TBD
exhaustion	stress	4	25	TBD
free_radical	stress	6	47	TBD
trauma	stress	56	8	TBD
earthquake	stress	5	66	TBD
stress	aging	22	4	TBD
poor_health	stress	6	64	TBD
stress	pimple	86	5	TBD
stress	domestic_violence	17	2	TBD
stress	situation	22	120	TBD
stress	sexual_dysfunction	19	2	TBD
alcohol	stress	3	16	TBD
aggression	stress	3	24	TBD
fracture	stress	3	19	TBD
stress	incident	4	24	TBD
suffering	stress	4	32	TBD
stress	stuttering	21	2	TBD
negative_feeling	stress	47	5	TBD
heat	stress	21	4	TBD
stress	bad_habit	14	2	TBD
stress	procrastination	3	40	TBD
exercise	stress	48	4	TBD
neglect	stress	31	5	TBD
stress	personal_problem	2	16	TBD
physical_exhaustion	stress	2	14	TBD
stress	environmental_factor	2	10	TBD
stress	relationship	4	42	TBD
stress	sleep	2	10	TBD
stress	lack_of_control	2	13	TBD
surgery	stress	36	2	TBD
stress	financial_difficulty	2	13	TBD
war	stress	10	2	TBD
insect	stress	10	2	TBD
smoking	lung_cancer	1720	40	TBD
cancer	smoking	32	1657	TBD
death	smoking	12	1839	TBD
smoking	emphysema	337	10	TBD
problem	smoking	7	141	TBD
bronchitis	smoking	3	104	TBD
smoking	condition	70	9	TBD
mouth_cancer	smoking	3	17	TBD
smoking	lung_cancer	1720	40	TBD
exposure_to_asbestos	lung_cancer	110	6	TBD
lung_cancer	cigarette_smoking	9	467	TBD
death	sin	22	1223	TBD
illness	sin	3	102	TBD
pain	sin	5	106	TBD
guilt	sin	3	328	TBD
fear	sin	4	292	TBD
anxiety	sin	2	10	TBD
ignorance	sin	79	3	TBD
death	war	7	632	TBD
war	famine	83	6	TBD
war	change	78	4	TBD
war	disease	16	3	TBD
peace	war	6	36	TBD
problem	war	12	62	TBD
revolution	war	4	28	TBD
war	injury	38	5	TBD
war	chaos	73	4	TBD
war	economic_crisis	23	2	TBD
confusion	war	2	13	TBD
war	fear	10	71	TBD
war	stress	10	2	TBD
war	conflict	10	64	TBD
tension	war	96	11	TBD
war	incident	3	26	TBD
war	anger	2	15	TBD
money	war	10	2	TBD
death	fall	6	296	TBD
fall	injury	487	10	TBD
fracture	fall	2	63	TBD
fall	condition	3	17	TBD
fire	death	343	15	TBD
fire	damage	1301	21	TBD
fire	injury	251	2	TBD
fire	smoke	78	10	TBD
fire	destruction	162	4	TBD
fire	problem	53	7	TBD
fire	engine_failure	23	3	TBD
fire	defect	2	28	TBD
fire	arson	2	264	TBD
fire	global_warming	6	47	TBD
fire	leak	2	20	TBD
fire	event	2	13	TBD
depression	suicide	837	37	TBD
depression	insomnia	637	107	TBD
depression	stress	104	572	TBD
depression	symptom	321	47	TBD
depression	weight_loss	50	6	TBD
depression	disability	409	14	TBD
depression	sleeplessness	42	5	TBD
depression	apathy	29	4	TBD
depression	cognitive_impairment	15	3	TBD
depression	health_problem	113	14	TBD
depression	anger	13	92	TBD
depression	lack_of_energy	19	3	TBD
depression	chronic_pain	16	131	TBD
depression	ed	88	17	TBD
depression	isolation	15	176	TBD
depression	physical_pain	14	2	TBD
depression	drug	14	170	TBD
depression	condition	21	150	TBD
depression	suffering	33	2	TBD
depression	premature_ejaculation	51	10	TBD
depression	hardship	15	3	TBD
depression	loss	6	102	TBD
depression	negative_thought	4	20	TBD
depression	infertility	5	28	TBD
depression	mental_illness	43	7	TBD
depression	stroke	6	47	TBD
depression	domestic_violence	15	2	TBD
depression	bipolar_disorder	14	95	TBD
depression	low_level	10	70	TBD
depression	low_self_esteem	3	21	TBD
depression	fibromyalgia	5	50	TBD
depression	medication	8	137	TBD
depression	grief	3	29	TBD
depression	deficiency	13	190	TBD
depression	chemical_in_the_brain	6	323	TBD
depression	low_serotonin_level	13	68	TBD
depression	loss_of_sleep	2	12	TBD
depression	recovery	69	2	TBD
depression	cognitive_distortion	18	3	TBD
depression	low_level_of_serotonin	12	131	TBD
depression	folate_deficiency	4	30	TBD
depression	imbalance	2	54	TBD
depression	medical_problem	2	12	TBD
depression	emotional_abuse	2	13	TBD
depression	chemical_imbalance_in_the_brain	7	121	TBD
depression	physical_condition	2	18	TBD
depression	shame	3	24	TBD
depression	chemical_change_in_the_brain	2	23	TBD
depression	chemical_imbalance	15	214	TBD
depression	medical_condition	7	74	TBD
depression	chemical	3	28	TBD
depression	lack_of_confidence	2	10	TBD
depression	event	2	51	TBD
depression	chronic_disease	2	12	TBD
depression	effect	3	20	TBD
depression	frustration	3	31	TBD
depression	poor_diet	2	38	TBD
depression	nutritional_deficiency	3	17	TBD
depression	treatment	2	17	TBD
depression	sleep_deprivation	2	267	TBD
depression	pessimism	2	17	TBD
depression	separation	2	10	TBD
depression	insomnia	637	107	TBD
insomnia	fatigue	38	7	TBD
problem	insomnia	11	108	TBD
insomnia	stress	12	338	TBD
insomnia	medical_condition	3	33	TBD
insomnia	sleep_disorder	3	23	TBD
suicide	loss	18	3	TBD
depression	suicide	837	37	TBD
anxiety	suicide	17	3	TBD
disorder	suicide	25	3	TBD
illness	suicide	22	2	TBD
disease	paralysis	110	6	TBD
paralysis	condition	5	27	TBD
fear	paralysis	44	4	TBD
complication	diabetes	16	797	TBD
nerve_damage	diabetes	3	457	TBD
heart_disease	diabetes	15	303	TBD
health_problem	diabetes	6	85	TBD
poor_circulation	diabetes	3	45	TBD
cardiovascular_disease	diabetes	4	39	TBD
obesity	diabetes	585	49	TBD
serious_complication	diabetes	2	161	TBD
chronic_kidney_disease	diabetes	3	143	TBD
long-term_complication	diabetes	2	73	TBD
damage	diabetes	9	143	TBD
pain	diabetes	2	36	TBD
high_blood_glucose_level	diabetes	3	26	TBD
eye_disease	diabetes	4	42	TBD
stress	diabetes	85	10	TBD
illness	diabetes	9	112	TBD
high_blood_sugar_level	diabetes	4	33	TBD
metabolic_syndrome	diabetes	59	4	TBD
gout	diabetes	58	4	TBD
pancreatic_cancer	diabetes	20	4	TBD
excess_weight	diabetes	26	2	TBD
chronic_pancreatitis	diabetes	17	2	TBD
pregnancy	diabetes	20	3	TBD
psychological_stress	diabetes	3	28	TBD
insulin_resistance	diabetes	219	13	TBD
anxiety	nausea	74	13	TBD
anxiety	headache	68	3	TBD
anxiety	sleeplessness	18	3	TBD
anxiety	health_problem	57	7	TBD
anxiety	high_blood_pressure	19	3	TBD
anxiety	distress	70	2	TBD
anxiety	nightmare	18	3	TBD
anxiety	fear	22	140	TBD
anxiety	migraine	50	4	TBD
anxiety	restlessness	20	2	TBD
anxiety	premature_ejaculation	79	3	TBD
anxiety	mental_illness	35	6	TBD
anxiety	mental_disorder	13	2	TBD
anxiety	chronic_pain	6	44	TBD
anxiety	dementia	5	54	TBD
anxiety	suicide	17	3	TBD
anxiety	trauma	4	20	TBD
anxiety	thought	6	122	TBD
anxiety	deficiency	4	54	TBD
anxiety	medical_condition	4	35	TBD
anxiety	anxiety_disorder	3	15	TBD
anxiety	uncertainty	4	94	TBD
anxiety	event	7	47	TBD
anxiety	pressure	3	36	TBD
anxiety	side_effect	3	18	TBD
anxiety	situation	10	69	TBD
anxiety	cancer	4	40	TBD
anxiety	obsession	6	117	TBD
anxiety	menopause	3	34	TBD
anxiety	imbalance	5	88	TBD
anxiety	chemical_imbalance	3	43	TBD
anxiety	sin	2	10	TBD
anxiety	sleep_deprivation	2	31	TBD
endometriosis	infertility	528	9	TBD
endometriosis	inflammation	17	2	TBD
depression	infertility	5	28	TBD
problem	infertility	200	15	TBD
endometriosis	infertility	528	9	TBD
infertility	fibroid	3	68	TBD
disease	infertility	185	4	TBD
infertility	condition	2	155	TBD
dehydration	diarrhea	12	565	TBD
irritation	diarrhea	3	27	TBD
diarrhea	infection	5	826	TBD
bacteria	diarrhea	308	9	TBD
dizziness	diarrhea	2	11	TBD
organism	diarrhea	28	3	TBD
opportunistic_infection	aid	10	82	TBD
virus	aid	3638	13	TBD
aid	condition	29	3	TBD
aid	hiv	6	4064	TBD
aid	drug	2	37	TBD
aid	hiv_infection	3	86	TBD
aid	retrovirus	7	145	TBD
death	respiratory_failure	6	502	TBD
respiratory_failure	pneumonia	2	44	TBD
obesity	diabetes	585	49	TBD
high_blood_pressure	obesity	26	195	TBD
disease	obesity	109	707	TBD
health_problem	obesity	18	553	TBD
problem	obesity	18	219	TBD
obesity	heart_disease	344	32	TBD
obesity	hypertension	195	38	TBD
cancer	obesity	4	145	TBD
obesity	complication	111	7	TBD
health_condition	obesity	8	144	TBD
inflammation	obesity	8	69	TBD
asthma	obesity	4	31	TBD
increased_risk	obesity	3	28	TBD
obesity	symptom	19	3	TBD
obesity	high_level_of_insulin	18	3	TBD
obesity	metabolic_problem	35	6	TBD
obesity	excess_body_fat	16	3	TBD
obesity	inactivity	4	65	TBD
sedentary_lifestyle	obesity	69	12	TBD
lack_of_exercise	obesity	115	9	TBD
cholesterol	obesity	22	3	TBD
obesity	weight_gain	2	73	TBD
obesity	metabolic_dysfunction	19	2	TBD
overeating	obesity	78	3	TBD
laziness	obesity	17	3	TBD
hormonal_imbalance	obesity	19	2	TBD
dieting	obesity	10	2	TBD
polycystic_ovary_syndrome	obesity	28	3	TBD
bacteria	infection	7014	121	TBD
bacteria	disease	1540	307	TBD
bacteria	pneumonia	423	21	TBD
bacteria	illness	588	49	TBD
bacteria	inflammation	269	3	TBD
bacteria	food_poisoning	217	12	TBD
bacteria	diarrhea	308	9	TBD
bacteria	tooth_decay	240	10	TBD
bacteria	ulcer	942	18	TBD
